,Gene,Chromosome_Accession,Transcript,Transcript_ID_Full
31917,LOC646813,NC_000011.9,NR_024504,NR_024504.2
31918,OR4A5,NC_000011.9,NM_001005272,NM_001005272.3
31919,OR4C46,NC_000011.9,NM_001004703,NM_001004703.1
31920,TRIM48,NC_000011.9,NM_024114,NM_024114.3
31921,TRIM51HP,NC_000011.9,NR_038174,NR_038174.2
31922,OR4A16,NC_000011.9,NM_001005274,NM_001005274.1
31923,OR4A15,NC_000011.9,NM_001005275,NM_001005275.1
31924,OR4C15,NC_000011.9,NM_001001920,NM_001001920.1
31925,OR4C16,NC_000011.9,NM_001004701,NM_001004701.2
31926,OR4C11,NC_000011.9,NM_001004700,NM_001004700.2
31927,OR4P4,NC_000011.9,NM_001004124,NM_001004124.2
31928,OR4S2,NC_000011.9,NM_001004059,NM_001004059.2
31929,OR4C6,NC_000011.9,NM_001004704,NM_001004704.1
31930,OR5D13,NC_000011.9,NM_001001967,NM_001001967.1
31931,OR5D14,NC_000011.9,NM_001004735,NM_001004735.1
31932,OR5L1,NC_000011.9,NM_001004738,NM_001004738.2
31933,OR5D18,NC_000011.9,NM_001001952,NM_001001952.1
31934,OR5L2,NC_000011.9,NM_001004739,NM_001004739.1
31935,OR5D16,NC_000011.9,NM_001005496,NM_001005496.1
31936,TRIM51,NC_000011.9,NM_032681,NM_032681.3
31937,OR5W2,NC_000011.9,NM_001001960,NM_001001960.1
31938,OR5I1,NC_000011.9,NM_006637,NM_006637.1
31939,OR10AG1,NC_000011.9,NM_001005491,NM_001005491.1
31940,OR7E5P,NC_000011.9,NR_027688,NR_027688.2
31941,OR5F1,NC_000011.9,NM_003697,NM_003697.1
31942,OR5AS1,NC_000011.9,NM_001001921,NM_001001921.1
31943,OR8I2,NC_000011.9,NM_001003750,NM_001003750.1
31944,OR8H2,NC_000011.9,NM_001005200,NM_001005200.1
31945,OR8H3,NC_000011.9,NM_001005201,NM_001005201.1
31946,OR8J3,NC_000011.9,NM_001004064,NM_001004064.1
31947,OR8K5,NC_000011.9,NM_001004058,NM_001004058.2
31948,OR5J2,NC_000011.9,NM_001005492,NM_001005492.1
31949,OR5T2,NC_000011.9,NM_001004746,NM_001004746.1
31950,OR5T3,NC_000011.9,NM_001004747,NM_001004747.1
31951,OR5T1,NC_000011.9,NM_001004745,NM_001004745.1
31952,OR8H1,NC_000011.9,NM_001005199,NM_001005199.1
31953,OR8K3,NC_000011.9,NM_001005202,NM_001005202.1
31954,OR8K1,NC_000011.9,NM_001002907,NM_001002907.1
31955,OR8J1,NC_000011.9,NM_001005205,NM_001005205.2
31956,OR8U1,NC_000011.9,NM_001005204,NM_001005204.1
31957,OR5R1,NC_000011.9,NM_001004744,NM_001004744.1
31958,OR5M9,NC_000011.9,NM_001004743,NM_001004743.1
31959,OR5M3,NC_000011.9,NM_001004742,NM_001004742.2
31960,OR5M8,NC_000011.9,NM_001005282,NM_001005282.1
31961,OR5M11,NC_000011.9,NM_001005245,NM_001005245.1
31962,OR5M10,NC_000011.9,NM_001004741,NM_001004741.1
31963,OR5M1,NC_000011.9,NM_001004740,NM_001004740.1
31964,OR5AP2,NC_000011.9,NM_001002925,NM_001002925.1
31965,OR5AR1,NC_000011.9,NM_001004730,NM_001004730.1
31966,OR9G1,NC_000011.9,NM_001005213,NM_001005213.1
31967,OR9G4,NC_000011.9,NM_001005284,NM_001005284.1
31968,MIR6128,NC_000011.9,NR_106743,NR_106743.1
31969,LOC101927120,NC_000011.9,NR_110136,NR_110136.1
31970,LOC101927120,NC_000011.9,NR_110137,NR_110137.1
31971,OR5AK2,NC_000011.9,NM_001005323,NM_001005323.1
31972,OR5AK4P,NC_000011.9,NR_036445,NR_036445.1
31973,LRRC55,NC_000011.9,NM_001005210,NM_001005210.2
31974,APLNR,NC_000011.9,NR_027991,NR_027991.1
31975,APLNR,NC_000011.9,NM_005161,NM_005161.4
31976,TNKS1BP1,NC_000011.9,NM_033396,NM_033396.2
31977,SSRP1,NC_000011.9,NM_003146,NM_003146.2
31978,P2RX3,NC_000011.9,NM_002559,NM_002559.3
31979,PRG3,NC_000011.9,NM_006093,NM_006093.3
31980,PRG2,NC_000011.9,NM_001302926,NM_001302926.1
31981,PRG2,NC_000011.9,NM_001243245,NM_001243245.2
31982,PRG2,NC_000011.9,NM_002728,NM_002728.5
31983,PRG2,NC_000011.9,NM_001302927,NM_001302927.1
31984,SLC43A3,NC_000011.9,NM_017611,NM_017611.2
31985,SLC43A3,NC_000011.9,NM_001278201,NM_001278201.1
31986,SLC43A3,NC_000011.9,NM_199329,NM_199329.2
31987,SLC43A3,NC_000011.9,NM_001278206,NM_001278206.1
31988,SLC43A3,NC_000011.9,NM_014096,NM_014096.3
31989,RTN4RL2,NC_000011.9,NM_178570,NM_178570.2
31990,SLC43A1,NC_000011.9,NM_003627,NM_003627.5
31991,SLC43A1,NC_000011.9,NM_001198810,NM_001198810.1
31992,TIMM10,NC_000011.9,NM_012456,NM_012456.2
31993,SMTNL1,NC_000011.9,NM_001105565,NM_001105565.2
31994,UBE2L6,NC_000011.9,NM_198183,NM_198183.2
31995,UBE2L6,NC_000011.9,NM_004223,NM_004223.4
31996,SERPING1,NC_000011.9,NM_000062,NM_000062.2
31997,SERPING1,NC_000011.9,NM_001032295,NM_001032295.1
31998,MIR130A,NC_000011.9,NR_029673,NR_029673.1
31999,YPEL4,NC_000011.9,NM_145008,NM_145008.2
32000,CLP1,NC_000011.9,NM_006831,NM_006831.2
32001,CLP1,NC_000011.9,NM_001142597,NM_001142597.1
32002,ZDHHC5,NC_000011.9,NM_015457,NM_015457.2
32003,MED19,NC_000011.9,NM_001317078,NM_001317078.1
32004,MED19,NC_000011.9,NM_153450,NM_153450.2
32005,TMX2-CTNND1,NC_000011.9,NR_037646,NR_037646.1
32006,TMX2,NC_000011.9,NM_001347895,NM_001347895.1
32007,TMX2,NC_000011.9,NM_001347893,NM_001347893.1
32008,TMX2,NC_000011.9,NM_001347894,NM_001347894.1
32009,TMX2,NC_000011.9,NR_144934,NR_144934.1
32010,TMX2,NC_000011.9,NR_144935,NR_144935.1
32011,TMX2,NC_000011.9,NM_001347890,NM_001347890.1
32012,TMX2,NC_000011.9,NM_015959,NM_015959.3
32013,TMX2,NC_000011.9,NM_001347898,NM_001347898.1
32014,TMX2,NC_000011.9,NR_144933,NR_144933.1
32015,TMX2,NC_000011.9,NM_001144012,NM_001144012.2
32016,TMX2,NC_000011.9,NR_037645,NR_037645.1
32017,TMX2,NC_000011.9,NM_001347891,NM_001347891.1
32018,TMX2,NC_000011.9,NM_001347896,NM_001347896.1
32019,TMX2,NC_000011.9,NM_001347892,NM_001347892.1
32020,SELENOH,NC_000011.9,NM_170746,NM_170746.3
32021,SELENOH,NC_000011.9,NM_001321335,NM_001321335.1
32022,BTBD18,NC_000011.9,NM_001145101,NM_001145101.1
32023,CTNND1,NC_000011.9,NM_001085458,NM_001085458.1
32024,CTNND1,NC_000011.9,NM_001206885,NM_001206885.1
32025,CTNND1,NC_000011.9,NM_001085459,NM_001085459.1
32026,CTNND1,NC_000011.9,NM_001085461,NM_001085461.1
32027,CTNND1,NC_000011.9,NM_001331,NM_001331.2
32028,CTNND1,NC_000011.9,NM_001206891,NM_001206891.1
32029,CTNND1,NC_000011.9,NM_001085467,NM_001085467.1
32030,CTNND1,NC_000011.9,NM_001206890,NM_001206890.1
32031,CTNND1,NC_000011.9,NM_001085460,NM_001085460.1
32032,CTNND1,NC_000011.9,NM_001206889,NM_001206889.1
32033,CTNND1,NC_000011.9,NM_001085462,NM_001085462.1
32034,CTNND1,NC_000011.9,NM_001206883,NM_001206883.1
32035,CTNND1,NC_000011.9,NM_001206884,NM_001206884.1
32036,CTNND1,NC_000011.9,NM_001206886,NM_001206886.1
32037,CTNND1,NC_000011.9,NM_001206888,NM_001206888.1
32038,CTNND1,NC_000011.9,NM_001206887,NM_001206887.1
32039,CTNND1,NC_000011.9,NM_001085463,NM_001085463.1
32040,CTNND1,NC_000011.9,NM_001085466,NM_001085466.1
32041,CTNND1,NC_000011.9,NM_001085464,NM_001085464.1
32042,CTNND1,NC_000011.9,NM_001085468,NM_001085468.1
32043,CTNND1,NC_000011.9,NM_001085465,NM_001085465.1
32044,CTNND1,NC_000011.9,NM_001085469,NM_001085469.1
32045,OR9Q1,NC_000011.9,NM_001005212,NM_001005212.3
32046,OR6Q1,NC_000011.9,NM_001005186,NM_001005186.2
32047,OR9I1,NC_000011.9,NM_001005211,NM_001005211.1
32048,OR9Q2,NC_000011.9,NM_001005283,NM_001005283.2
32049,OR1S2,NC_000011.9,NM_001004459,NM_001004459.1
32050,OR1S1,NC_000011.9,NM_001004458,NM_001004458.1
32051,OR10Q1,NC_000011.9,NM_001004471,NM_001004471.2
32052,OR10W1,NC_000011.9,NM_207374,NM_207374.3
32053,OR5B17,NC_000011.9,NM_001005489,NM_001005489.1
32054,OR5B3,NC_000011.9,NM_001005469,NM_001005469.1
32055,OR5B2,NC_000011.9,NM_001005566,NM_001005566.2
32056,OR5B12,NC_000011.9,NM_001004733,NM_001004733.2
32057,OR5B21,NC_000011.9,NM_001005218,NM_001005218.1
32058,LPXN,NC_000011.9,NM_001143995,NM_001143995.2
32059,LPXN,NC_000011.9,NM_001307951,NM_001307951.1
32060,LPXN,NC_000011.9,NM_004811,NM_004811.2
32061,ZFP91-CNTF,NC_000011.9,NR_024091,NR_024091.1
32062,ZFP91,NC_000011.9,NM_053023,NM_053023.4
32063,ZFP91,NC_000011.9,NM_001197051,NM_001197051.1
32064,CNTF,NC_000011.9,NM_000614,NM_000614.3
32065,GLYAT,NC_000011.9,NM_201648,NM_201648.2
32066,GLYAT,NC_000011.9,NM_005838,NM_005838.3
32067,GLYATL2,NC_000011.9,NM_145016,NM_145016.3
32068,GLYATL1,NC_000011.9,NM_001220494,NM_001220494.2
32069,GLYATL1,NC_000011.9,NM_001220496,NM_001220496.2
32070,GLYATL1,NC_000011.9,NM_080661,NM_080661.4
32071,LOC283194,NC_000011.9,NR_033853,NR_033853.2
32072,FAM111B,NC_000011.9,NM_198947,NM_198947.3
32073,FAM111B,NC_000011.9,NM_001142703,NM_001142703.1
32074,FAM111B,NC_000011.9,NM_001142704,NM_001142704.1
32075,LOC101927204,NC_000011.9,NR_110184,NR_110184.1
32076,FAM111A,NC_000011.9,NM_001312910,NM_001312910.1
32077,FAM111A,NC_000011.9,NM_001142520,NM_001142520.2
32078,FAM111A,NC_000011.9,NM_001142521,NM_001142521.2
32079,FAM111A,NC_000011.9,NM_001312909,NM_001312909.1
32080,FAM111A,NC_000011.9,NM_001142519,NM_001142519.2
32081,FAM111A,NC_000011.9,NM_001312911,NM_001312911.1
32082,FAM111A,NC_000011.9,NM_022074,NM_022074.3
32083,FAM111A,NC_000011.9,NM_198847,NM_198847.2
32084,DTX4,NC_000011.9,NM_001300727,NM_001300727.1
32085,DTX4,NC_000011.9,NM_015177,NM_015177.1
32086,MPEG1,NC_000011.9,NM_001039396,NM_001039396.1
32087,OR5AN1,NC_000011.9,NM_001004729,NM_001004729.1
32088,OR5A2,NC_000011.9,NM_001001954,NM_001001954.1
32089,OR5A1,NC_000011.9,NM_001004728,NM_001004728.1
32090,OR4D6,NC_000011.9,NM_001004708,NM_001004708.1
32091,OR4D10,NC_000011.9,NM_001004705,NM_001004705.1
32092,OR4D11,NC_000011.9,NM_001004706,NM_001004706.1
32093,OR4D9,NC_000011.9,NM_001004711,NM_001004711.1
32094,OSBP,NC_000011.9,NM_002556,NM_002556.2
32095,MIR3162,NC_000011.9,NR_036120,NR_036120.1
32096,PATL1,NC_000011.9,NM_152716,NM_152716.2
32097,OR10V1,NC_000011.9,NM_001005324,NM_001005324.1
32098,OR10V2P,NC_000011.9,NR_045005,NR_045005.1
32099,STX3,NC_000011.9,NM_004177,NM_004177.4
32100,STX3,NC_000011.9,NM_001178040,NM_001178040.1
32101,MRPL16,NC_000011.9,NM_017840,NM_017840.3
32102,GIF,NC_000011.9,NM_005142,NM_005142.2
32103,TCN1,NC_000011.9,NM_001062,NM_001062.3
32104,OOSP1,NC_000011.9,NR_130719,NR_130719.1
32105,OOSP2,NC_000011.9,NM_173801,NM_173801.4
32106,MS4A3,NC_000011.9,NM_006138,NM_006138.4
32107,MS4A3,NC_000011.9,NM_001031809,NM_001031809.1
32108,MS4A3,NC_000011.9,NM_001031666,NM_001031666.1
32109,MS4A2,NC_000011.9,NM_000139,NM_000139.4
32110,MS4A2,NC_000011.9,NM_001256916,NM_001256916.1
32111,MS4A6A,NC_000011.9,NM_152852,NM_152852.2
32112,MS4A6A,NC_000011.9,NM_152851,NM_152851.2
32113,MS4A6A,NC_000011.9,NM_001330275,NM_001330275.1
32114,MS4A6A,NC_000011.9,NM_001247999,NM_001247999.1
32115,MS4A6A,NC_000011.9,NM_022349,NM_022349.3
32116,MIR6503,NC_000011.9,NR_106758,NR_106758.1
32117,MS4A4A,NC_000011.9,NM_024021,NM_024021.3
32118,MS4A4A,NC_000011.9,NM_148975,NM_148975.2
32119,MS4A4A,NC_000011.9,NM_001243266,NM_001243266.1
32120,MS4A6E,NC_000011.9,NM_139249,NM_139249.2
32121,MS4A7,NC_000011.9,NM_021201,NM_021201.4
32122,MS4A7,NC_000011.9,NM_206938,NM_206938.1
32123,MS4A7,NC_000011.9,NM_206939,NM_206939.1
32124,MS4A7,NC_000011.9,NM_206940,NM_206940.1
32125,MS4A14,NC_000011.9,NR_049734,NR_049734.1
32126,MS4A14,NC_000011.9,NR_049732,NR_049732.1
32127,MS4A14,NC_000011.9,NM_001261828,NM_001261828.1
32128,MS4A14,NC_000011.9,NM_032597,NM_032597.4
32129,MS4A14,NC_000011.9,NR_049731,NR_049731.1
32130,MS4A14,NC_000011.9,NR_049733,NR_049733.1
32131,MS4A14,NC_000011.9,NM_001261827,NM_001261827.1
32132,MS4A14,NC_000011.9,NM_001079692,NM_001079692.2
32133,MS4A5,NC_000011.9,NM_023945,NM_023945.2
32134,MS4A1,NC_000011.9,NM_152866,NM_152866.2
32135,MS4A1,NC_000011.9,NM_021950,NM_021950.3
32136,MS4A12,NC_000011.9,NM_017716,NM_017716.2
32137,MS4A12,NC_000011.9,NM_001164470,NM_001164470.1
32138,MS4A13,NC_000011.9,NM_001012417,NM_001012417.2
32139,MS4A13,NC_000011.9,NM_001100909,NM_001100909.1
32140,MS4A13,NC_000011.9,NM_001278320,NM_001278320.1
32141,LINC00301,NC_000011.9,NR_026946,NR_026946.1
32142,MS4A8,NC_000011.9,NM_031457,NM_031457.1
32143,MS4A18,NC_000011.9,NM_001310141,NM_001310141.1
32144,MS4A15,NC_000011.9,NM_001098835,NM_001098835.1
32145,MS4A15,NC_000011.9,NR_103481,NR_103481.1
32146,MS4A15,NC_000011.9,NM_001278242,NM_001278242.1
32147,MS4A15,NC_000011.9,NM_152717,NM_152717.2
32148,MS4A10,NC_000011.9,NM_206893,NM_206893.3
32149,CCDC86,NC_000011.9,NM_024098,NM_024098.3
32150,PTGDR2,NC_000011.9,NM_004778,NM_004778.2
32151,ZP1,NC_000011.9,NM_207341,NM_207341.3
32152,PRPF19,NC_000011.9,NM_014502,NM_014502.4
32153,TMEM109,NC_000011.9,NM_024092,NM_024092.2
32154,TMEM132A,NC_000011.9,NM_017870,NM_017870.3
32155,TMEM132A,NC_000011.9,NM_178031,NM_178031.2
32156,SLC15A3,NC_000011.9,NR_027391,NR_027391.1
32157,SLC15A3,NC_000011.9,NM_016582,NM_016582.2
32158,CD6,NC_000011.9,NM_006725,NM_006725.4
32159,CD6,NC_000011.9,NR_045638,NR_045638.1
32160,CD6,NC_000011.9,NM_001254751,NM_001254751.1
32161,CD6,NC_000011.9,NM_001254750,NM_001254750.1
32162,CD5,NC_000011.9,NM_001346456,NM_001346456.1
32163,CD5,NC_000011.9,NM_014207,NM_014207.3
32164,VPS37C,NC_000011.9,NM_017966,NM_017966.4
32165,PGA3,NC_000011.9,NM_001079807,NM_001079807.3
32166,PGA4,NC_000011.9,NM_001079808,NM_001079808.3
32167,PGA5,NC_000011.9,NM_014224,NM_014224.4
32168,VWCE,NC_000011.9,NM_152718,NM_152718.2
32169,DDB1,NC_000011.9,NM_001923,NM_001923.4
32170,TKFC,NC_000011.9,NM_015533,NM_015533.3
32171,CYB561A3,NC_000011.9,NM_001300763,NM_001300763.1
32172,CYB561A3,NC_000011.9,NM_153611,NM_153611.4
32173,CYB561A3,NC_000011.9,NM_001161454,NM_001161454.1
32174,CYB561A3,NC_000011.9,NM_001161452,NM_001161452.1
32175,TMEM138,NC_000011.9,NM_016464,NM_016464.4
32176,TMEM138,NC_000011.9,NR_028473,NR_028473.1
32177,TMEM138,NC_000011.9,NM_001330281,NM_001330281.1
32178,TMEM216,NC_000011.9,NM_001330285,NM_001330285.1
32179,TMEM216,NC_000011.9,NM_001173990,NM_001173990.2
32180,TMEM216,NC_000011.9,NM_001173991,NM_001173991.2
32181,TMEM216,NC_000011.9,NM_016499,NM_016499.5
32182,CPSF7,NC_000011.9,NM_001142565,NM_001142565.1
32183,CPSF7,NC_000011.9,NM_001136040,NM_001136040.2
32184,CPSF7,NC_000011.9,NM_024811,NM_024811.3
32185,SDHAF2,NC_000011.9,NM_017841,NM_017841.2
32186,PPP1R32,NC_000011.9,NM_145017,NM_145017.2
32187,PPP1R32,NC_000011.9,NM_001170753,NM_001170753.1
32188,MIR4488,NC_000011.9,NR_039708,NR_039708.1
32189,LRRC10B,NC_000011.9,NM_001145077,NM_001145077.1
32190,SYT7,NC_000011.9,NM_004200,NM_004200.3
32191,SYT7,NC_000011.9,NM_001252065,NM_001252065.1
32192,SYT7,NC_000011.9,NM_001300773,NM_001300773.1
32193,LOC101927495,NC_000011.9,NR_110189,NR_110189.1
32194,RPLP0P2,NC_000011.9,NR_002775,NR_002775.2
32195,DAGLA,NC_000011.9,NM_006133,NM_006133.2
32196,MYRF,NC_000011.9,NM_001127392,NM_001127392.2
32197,MYRF,NC_000011.9,NM_013279,NM_013279.3
32198,DKFZP434K028,NC_000011.9,NR_026882,NR_026882.1
32199,TMEM258,NC_000011.9,NM_014206,NM_014206.3
32200,MIR611,NC_000011.9,NR_030342,NR_030342.1
32201,FEN1,NC_000011.9,NM_004111,NM_004111.5
32202,FADS1,NC_000011.9,NM_013402,NM_013402.4
32203,MIR1908,NC_000011.9,NR_031729,NR_031729.1
32204,FADS2,NC_000011.9,NM_001281501,NM_001281501.1
32205,FADS2,NC_000011.9,NM_001281502,NM_001281502.1
32206,FADS2,NC_000011.9,NM_004265,NM_004265.3
32207,FADS3,NC_000011.9,NM_021727,NM_021727.4
32208,MIR6746,NC_000011.9,NR_106804,NR_106804.1
32209,RAB3IL1,NC_000011.9,NM_001271686,NM_001271686.1
32210,RAB3IL1,NC_000011.9,NM_013401,NM_013401.3
32211,BEST1,NC_000011.9,NR_134580,NR_134580.1
32212,BEST1,NC_000011.9,NM_004183,NM_004183.3
32213,BEST1,NC_000011.9,NM_001300787,NM_001300787.1
32214,BEST1,NC_000011.9,NM_001300786,NM_001300786.1
32215,BEST1,NC_000011.9,NM_001139443,NM_001139443.1
32216,FTH1,NC_000011.9,NM_002032,NM_002032.2
32217,INCENP,NC_000011.9,NM_001040694,NM_001040694.1
32218,INCENP,NC_000011.9,NM_020238,NM_020238.2
32219,SCGB1D1,NC_000011.9,NM_006552,NM_006552.1
32220,SCGB2A1,NC_000011.9,NM_002407,NM_002407.2
32221,SCGB1D2,NC_000011.9,NM_006551,NM_006551.3
32222,SCGB2A2,NC_000011.9,NM_002411,NM_002411.3
32223,SCGB1D4,NC_000011.9,NM_206998,NM_206998.1
32224,ASRGL1,NC_000011.9,NM_001083926,NM_001083926.1
32225,ASRGL1,NC_000011.9,NM_025080,NM_025080.3
32226,SCGB1A1,NC_000011.9,NM_003357,NM_003357.4
32227,AHNAK,NC_000011.9,NM_024060,NM_024060.3
32228,AHNAK,NC_000011.9,NM_001620,NM_001620.2
32229,AHNAK,NC_000011.9,NM_001346445,NM_001346445.1
32230,AHNAK,NC_000011.9,NM_001346446,NM_001346446.1
32231,EEF1G,NC_000011.9,NM_001404,NM_001404.4
32232,MIR6747,NC_000011.9,NR_106805,NR_106805.1
32233,TUT1,NC_000011.9,NM_022830,NM_022830.2
32234,MTA2,NC_000011.9,NM_004739,NM_004739.3
32235,MTA2,NC_000011.9,NM_001330292,NM_001330292.1
32236,EML3,NC_000011.9,NM_001300794,NM_001300794.1
32237,EML3,NC_000011.9,NM_153265,NM_153265.2
32238,EML3,NC_000011.9,NM_001300793,NM_001300793.1
32239,ROM1,NC_000011.9,NM_000327,NM_000327.3
32240,B3GAT3,NC_000011.9,NR_109991,NR_109991.1
32241,B3GAT3,NC_000011.9,NM_012200,NM_012200.3
32242,B3GAT3,NC_000011.9,NM_001288722,NM_001288722.1
32243,B3GAT3,NC_000011.9,NM_001288723,NM_001288723.1
32244,B3GAT3,NC_000011.9,NM_001288721,NM_001288721.1
32245,GANAB,NC_000011.9,NM_001278193,NM_001278193.1
32246,GANAB,NC_000011.9,NM_001278192,NM_001278192.1
32247,GANAB,NC_000011.9,NM_001329223,NM_001329223.1
32248,GANAB,NC_000011.9,NM_001278194,NM_001278194.1
32249,GANAB,NC_000011.9,NM_198334,NM_198334.2
32250,GANAB,NC_000011.9,NM_001329225,NM_001329225.1
32251,GANAB,NC_000011.9,NM_198335,NM_198335.3
32252,GANAB,NC_000011.9,NM_001329222,NM_001329222.1
32253,GANAB,NC_000011.9,NM_001329224,NM_001329224.1
32254,INTS5,NC_000011.9,NM_030628,NM_030628.1
32255,LBHD1,NC_000011.9,NM_024099,NM_024099.3
32256,C11orf98,NC_000011.9,NM_001286086,NM_001286086.1
32257,C11orf98,NC_000011.9,NR_104414,NR_104414.1
32258,METTL12,NC_000011.9,NM_001043229,NM_001043229.1
32259,SNORA57,NC_000011.9,NR_004390,NR_004390.1
32260,UQCC3,NC_000011.9,NM_001085372,NM_001085372.2
32261,UBXN1,NC_000011.9,NM_001286078,NM_001286078.1
32262,UBXN1,NC_000011.9,NM_001286077,NM_001286077.1
32263,UBXN1,NC_000011.9,NM_015853,NM_015853.4
32264,LRRN4CL,NC_000011.9,NM_203422,NM_203422.3
32265,HNRNPUL2-BSCL2,NC_000011.9,NR_037946,NR_037946.1
32266,BSCL2,NC_000011.9,NR_037948,NR_037948.1
32267,BSCL2,NC_000011.9,NR_037949,NR_037949.1
32268,BSCL2,NC_000011.9,NM_001122955,NM_001122955.3
32269,BSCL2,NC_000011.9,NM_001130702,NM_001130702.2
32270,BSCL2,NC_000011.9,NM_032667,NM_032667.6
32271,GNG3,NC_000011.9,NM_012202,NM_012202.4
32272,HNRNPUL2,NC_000011.9,NM_001079559,NM_001079559.2
32273,TTC9C,NC_000011.9,NM_001318812,NM_001318812.1
32274,TTC9C,NC_000011.9,NM_001318816,NM_001318816.1
32275,TTC9C,NC_000011.9,NM_173810,NM_173810.3
32276,TTC9C,NC_000011.9,NM_001318814,NM_001318814.1
32277,TTC9C,NC_000011.9,NM_001318813,NM_001318813.1
32278,TTC9C,NC_000011.9,NM_001318815,NM_001318815.1
32279,ZBTB3,NC_000011.9,NM_024784,NM_024784.3
32280,POLR2G,NC_000011.9,NM_002696,NM_002696.2
32281,TAF6L,NC_000011.9,NM_006473,NM_006473.3
32282,TMEM179B,NC_000011.9,NM_199337,NM_199337.2
32283,MIR6748,NC_000011.9,NR_106806,NR_106806.1
32284,TMEM223,NC_000011.9,NM_001080501,NM_001080501.2
32285,NXF1,NC_000011.9,NM_006362,NM_006362.4
32286,NXF1,NC_000011.9,NM_001081491,NM_001081491.1
32287,MIR6514,NC_000011.9,NR_106769,NR_106769.1
32288,STX5,NC_000011.9,NM_001330294,NM_001330294.1
32289,STX5,NC_000011.9,NM_003164,NM_003164.4
32290,STX5,NC_000011.9,NM_001244666,NM_001244666.1
32291,LOC105369332,NC_000011.9,NR_135084,NR_135084.1
32292,WDR74,NC_000011.9,NM_018093,NM_018093.3
32293,WDR74,NC_000011.9,NM_001307977,NM_001307977.1
32294,SNHG1,NC_000011.9,NR_003098,NR_003098.1
32295,SNORD22,NC_000011.9,NR_000008,NR_000008.2
32296,SNORD31,NC_000011.9,NR_002560,NR_002560.1
32297,SNORD30,NC_000011.9,NR_002561,NR_002561.1
32298,SNORD29,NC_000011.9,NR_002559,NR_002559.1
32299,SNORD28,NC_000011.9,NR_002562,NR_002562.1
32300,SNORD27,NC_000011.9,NR_002563,NR_002563.1
32301,SNORD26,NC_000011.9,NR_002564,NR_002564.1
32302,SNORD25,NC_000011.9,NR_002565,NR_002565.1
32303,SLC3A2,NC_000011.9,NM_002394,NM_002394.5
32304,SLC3A2,NC_000011.9,NM_001012662,NM_001012662.2
32305,SLC3A2,NC_000011.9,NM_001012664,NM_001012664.2
32306,SLC3A2,NC_000011.9,NM_001013251,NM_001013251.2
32307,SLC3A2,NC_000011.9,NR_037193,NR_037193.1
32308,CHRM1,NC_000011.9,NM_000738,NM_000738.2
32309,SLC22A6,NC_000011.9,NM_153277,NM_153277.2
32310,SLC22A6,NC_000011.9,NM_153278,NM_153278.2
32311,SLC22A6,NC_000011.9,NM_153276,NM_153276.2
32312,SLC22A6,NC_000011.9,NM_004790,NM_004790.4
32313,SLC22A8,NC_000011.9,NM_001184736,NM_001184736.1
32314,SLC22A8,NC_000011.9,NM_001184733,NM_001184733.1
32315,SLC22A8,NC_000011.9,NM_001184732,NM_001184732.1
32316,SLC22A8,NC_000011.9,NM_004254,NM_004254.3
32317,SLC22A24,NC_000011.9,NM_001136506,NM_001136506.2
32318,SLC22A24,NC_000011.9,NM_173586,NM_173586.2
32319,SLC22A25,NC_000011.9,NM_199352,NM_199352.3
32320,SLC22A10,NC_000011.9,NR_134874,NR_134874.1
32321,SLC22A10,NC_000011.9,NM_001039752,NM_001039752.3
32322,SLC22A9,NC_000011.9,NM_080866,NM_080866.2
32323,HRASLS5,NC_000011.9,NM_001146729,NM_001146729.1
32324,HRASLS5,NC_000011.9,NM_001146728,NM_001146728.1
32325,HRASLS5,NC_000011.9,NM_054108,NM_054108.3
32326,LGALS12,NC_000011.9,NM_001142535,NM_001142535.1
32327,LGALS12,NC_000011.9,NM_033101,NM_033101.3
32328,LGALS12,NC_000011.9,NM_001142536,NM_001142536.1
32329,LGALS12,NC_000011.9,NM_001142537,NM_001142537.1
32330,LGALS12,NC_000011.9,NM_001142538,NM_001142538.1
32331,RARRES3,NC_000011.9,NM_004585,NM_004585.4
32332,HRASLS2,NC_000011.9,NM_017878,NM_017878.1
32333,PLA2G16,NC_000011.9,NM_001128203,NM_001128203.1
32334,PLA2G16,NC_000011.9,NM_007069,NM_007069.3
32335,ATL3,NC_000011.9,NM_001290048,NM_001290048.1
32336,ATL3,NC_000011.9,NM_015459,NM_015459.4
32337,RTN3,NC_000011.9,NM_001265589,NM_001265589.1
32338,RTN3,NC_000011.9,NM_201429,NM_201429.2
32339,RTN3,NC_000011.9,NM_201428,NM_201428.2
32340,RTN3,NC_000011.9,NM_001265590,NM_001265590.1
32341,RTN3,NC_000011.9,NM_006054,NM_006054.3
32342,RTN3,NC_000011.9,NM_201430,NM_201430.2
32343,RTN3,NC_000011.9,NR_049750,NR_049750.1
32344,RTN3,NC_000011.9,NR_049751,NR_049751.1
32345,RTN3,NC_000011.9,NM_001265591,NM_001265591.1
32346,C11orf95,NC_000011.9,NM_001144936,NM_001144936.1
32347,C11orf84,NC_000011.9,NM_138471,NM_138471.2
32348,MARK2,NC_000011.9,NM_001039469,NM_001039469.2
32349,MARK2,NC_000011.9,NM_001163296,NM_001163296.1
32350,MARK2,NC_000011.9,NM_004954,NM_004954.4
32351,MARK2,NC_000011.9,NM_001163297,NM_001163297.1
