,Gene,Chromosome_Accession,Transcript,Transcript_ID_Full
26705,MGST1,NC_000012.11,NM_020300,NM_020300.4
26706,MGST1,NC_000012.11,NM_001260511,NM_001260511.1
26707,MGST1,NC_000012.11,NM_145791,NM_145791.2
26708,MGST1,NC_000012.11,NM_145764,NM_145764.2
26709,LMO3,NC_000012.11,NM_001001395,NM_001001395.2
26710,LMO3,NC_000012.11,NM_001243609,NM_001243609.1
26711,LMO3,NC_000012.11,NM_001243613,NM_001243613.1
26712,LMO3,NC_000012.11,NM_001243610,NM_001243610.1
26713,LMO3,NC_000012.11,NM_018640,NM_018640.4
26714,LMO3,NC_000012.11,NM_001243612,NM_001243612.1
26715,LMO3,NC_000012.11,NM_001243611,NM_001243611.1
26716,RERGL,NC_000012.11,NM_001286201,NM_001286201.1
26717,RERGL,NC_000012.11,NM_024730,NM_024730.3
26718,PIK3C2G,NC_000012.11,NM_001288772,NM_001288772.1
26719,PIK3C2G,NC_000012.11,NM_004570,NM_004570.5
26720,PIK3C2G,NC_000012.11,NM_001288774,NM_001288774.1
26721,PLCZ1,NC_000012.11,NM_033123,NM_033123.3
26722,PLCZ1,NC_000012.11,NM_001330774,NM_001330774.1
26723,PLCZ1,NC_000012.11,NM_001330769,NM_001330769.1
26724,CAPZA3,NC_000012.11,NM_033328,NM_033328.2
26725,PLEKHA5,NC_000012.11,NM_001256470,NM_001256470.1
26726,PLEKHA5,NC_000012.11,NM_019012,NM_019012.5
26727,PLEKHA5,NC_000012.11,NM_001143821,NM_001143821.2
26728,PLEKHA5,NC_000012.11,NM_001190860,NM_001190860.2
26729,PLEKHA5,NC_000012.11,NM_001256787,NM_001256787.1
26730,AEBP2,NC_000012.11,NM_153207,NM_153207.4
26731,AEBP2,NC_000012.11,NM_001114176,NM_001114176.1
26732,AEBP2,NC_000012.11,NM_001267043,NM_001267043.1
26733,PDE3A,NC_000012.11,NM_000921,NM_000921.4
26734,PDE3A,NC_000012.11,NM_001244683,NM_001244683.1
26735,SLCO1C1,NC_000012.11,NM_001145946,NM_001145946.1
26736,SLCO1C1,NC_000012.11,NM_001145945,NM_001145945.1
26737,SLCO1C1,NC_000012.11,NM_017435,NM_017435.4
26738,SLCO1C1,NC_000012.11,NM_001145944,NM_001145944.1
26739,SLCO1B3,NC_000012.11,NM_019844,NM_019844.3
26740,SLCO1B7,NC_000012.11,NM_001009562,NM_001009562.4
26741,SLCO1B1,NC_000012.11,NM_006446,NM_006446.4
26742,SLCO1A2,NC_000012.11,NM_134431,NM_134431.3
26743,SLCO1A2,NC_000012.11,NM_021094,NM_021094.3
26744,IAPP,NC_000012.11,NM_001329201,NM_001329201.1
26745,IAPP,NC_000012.11,NM_000415,NM_000415.2
26746,PYROXD1,NC_000012.11,NM_024854,NM_024854.3
26747,RECQL,NC_000012.11,NM_032941,NM_032941.2
26748,RECQL,NC_000012.11,NM_002907,NM_002907.3
26749,GOLT1B,NC_000012.11,NM_016072,NM_016072.4
26750,SPX,NC_000012.11,NM_030572,NM_030572.3
26751,GYS2,NC_000012.11,NM_021957,NM_021957.3
26752,LDHB,NC_000012.11,NM_002300,NM_002300.7
26753,LDHB,NC_000012.11,NM_001315537,NM_001315537.1
26754,LDHB,NC_000012.11,NM_001174097,NM_001174097.2
26755,KCNJ8,NC_000012.11,NM_004982,NM_004982.3
26756,ABCC9,NC_000012.11,NM_020297,NM_020297.3
26757,ABCC9,NC_000012.11,NM_005691,NM_005691.3
26758,CMAS,NC_000012.11,NM_018686,NM_018686.5
26759,ST8SIA1,NC_000012.11,NM_001304450,NM_001304450.1
26760,ST8SIA1,NC_000012.11,NM_003034,NM_003034.3
26761,C2CD5,NC_000012.11,NM_014802,NM_014802.2
26762,C2CD5,NC_000012.11,NM_001286176,NM_001286176.1
26763,C2CD5,NC_000012.11,NM_001286177,NM_001286177.1
26764,C2CD5,NC_000012.11,NM_001286175,NM_001286175.1
26765,C2CD5,NC_000012.11,NM_001286173,NM_001286173.1
26766,C2CD5,NC_000012.11,NM_001286174,NM_001286174.1
26767,ETNK1,NC_000012.11,NM_018638,NM_018638.4
26768,ETNK1,NC_000012.11,NM_001039481,NM_001039481.1
26769,SOX5,NC_000012.11,NM_152989,NM_152989.4
26770,SOX5,NC_000012.11,NM_001261414,NM_001261414.2
26771,SOX5,NC_000012.11,NM_001261415,NM_001261415.2
26772,SOX5,NC_000012.11,NM_001330785,NM_001330785.1
26773,SOX5,NC_000012.11,NM_006940,NM_006940.5
26774,SOX5,NC_000012.11,NM_178010,NM_178010.3
26775,BCAT1,NC_000012.11,NM_001178092,NM_001178092.1
26776,BCAT1,NC_000012.11,NM_001178091,NM_001178091.1
26777,BCAT1,NC_000012.11,NM_005504,NM_005504.6
26778,BCAT1,NC_000012.11,NM_001178093,NM_001178093.1
26779,BCAT1,NC_000012.11,NM_001178094,NM_001178094.1
26780,C12orf77,NC_000012.11,NM_001101339,NM_001101339.2
26781,LOC645177,NC_000012.11,NM_001321724,NM_001321724.2
26782,LRMP,NC_000012.11,NM_006152,NM_006152.3
26783,LRMP,NC_000012.11,NM_001204127,NM_001204127.1
26784,LRMP,NC_000012.11,NM_001204126,NM_001204126.1
26785,CASC1,NC_000012.11,NM_001204101,NM_001204101.2
26786,CASC1,NC_000012.11,NM_001319977,NM_001319977.1
26787,CASC1,NC_000012.11,NM_001082973,NM_001082973.2
26788,CASC1,NC_000012.11,NM_001319978,NM_001319978.1
26789,CASC1,NC_000012.11,NM_018272,NM_018272.4
26790,CASC1,NC_000012.11,NM_001204102,NM_001204102.2
26791,CASC1,NC_000012.11,NM_001082972,NM_001082972.2
26792,ETFRF1,NC_000012.11,NM_001001660,NM_001001660.2
26793,KRAS,NC_000012.11,NM_004985,NM_004985.4
26794,KRAS,NC_000012.11,NM_033360,NM_033360.3
26795,LMNTD1,NC_000012.11,NM_001256266,NM_001256266.1
26796,LMNTD1,NC_000012.11,NM_152590,NM_152590.3
26797,LMNTD1,NC_000012.11,NM_001145728,NM_001145728.2
26798,LMNTD1,NC_000012.11,NM_001145727,NM_001145727.2
26799,LMNTD1,NC_000012.11,NM_001145729,NM_001145729.1
26800,RASSF8,NC_000012.11,NM_007211,NM_007211.4
26801,RASSF8,NC_000012.11,NM_001164748,NM_001164748.1
26802,RASSF8,NC_000012.11,NM_001164747,NM_001164747.1
26803,RASSF8,NC_000012.11,NM_001164746,NM_001164746.1
26804,BHLHE41,NC_000012.11,NM_030762,NM_030762.2
26805,SSPN,NC_000012.11,NM_001135823,NM_001135823.1
26806,SSPN,NC_000012.11,NM_005086,NM_005086.4
26807,ITPR2,NC_000012.11,NM_002223,NM_002223.3
26808,INTS13,NC_000012.11,NM_018164,NM_018164.2
26809,FGFR1OP2,NC_000012.11,NM_015633,NM_015633.2
26810,FGFR1OP2,NC_000012.11,NM_001171887,NM_001171887.1
26811,FGFR1OP2,NC_000012.11,NM_001171888,NM_001171888.1
26812,TM7SF3,NC_000012.11,NM_016551,NM_016551.2
26813,MED21,NC_000012.11,NM_004264,NM_004264.4
26814,MED21,NC_000012.11,NM_001271811,NM_001271811.1
26815,C12orf71,NC_000012.11,NM_001080406,NM_001080406.1
26816,STK38L,NC_000012.11,NM_015000,NM_015000.3
26817,ARNTL2,NC_000012.11,NM_001248003,NM_001248003.1
26818,ARNTL2,NC_000012.11,NM_001248005,NM_001248005.1
26819,ARNTL2,NC_000012.11,NM_020183,NM_020183.4
26820,ARNTL2,NC_000012.11,NM_001248002,NM_001248002.1
26821,ARNTL2,NC_000012.11,NM_001248004,NM_001248004.1
26822,SMCO2,NC_000012.11,NM_001145010,NM_001145010.1
26823,PPFIBP1,NC_000012.11,NM_177444,NM_177444.2
26824,PPFIBP1,NC_000012.11,NM_003622,NM_003622.3
26825,PPFIBP1,NC_000012.11,NM_001198916,NM_001198916.1
26826,PPFIBP1,NC_000012.11,NM_001198915,NM_001198915.1
26827,REP15,NC_000012.11,NM_001029874,NM_001029874.1
26828,MRPS35,NC_000012.11,NM_021821,NM_021821.3
26829,MRPS35,NC_000012.11,NM_001190864,NM_001190864.1
26830,MANSC4,NC_000012.11,NM_001146221,NM_001146221.1
26831,KLHL42,NC_000012.11,NM_020782,NM_020782.1
26832,PTHLH,NC_000012.11,NM_198965,NM_198965.1
26833,PTHLH,NC_000012.11,NM_198966,NM_198966.1
26834,PTHLH,NC_000012.11,NM_002820,NM_002820.2
26835,PTHLH,NC_000012.11,NM_198964,NM_198964.1
26836,CCDC91,NC_000012.11,NM_018318,NM_018318.4
26837,CCDC91,NC_000012.11,NM_001330367,NM_001330367.1
26838,FAR2,NC_000012.11,NM_001271783,NM_001271783.1
26839,FAR2,NC_000012.11,NM_018099,NM_018099.4
26840,FAR2,NC_000012.11,NM_001271784,NM_001271784.1
26841,ERGIC2,NC_000012.11,NM_016570,NM_016570.2
26842,OVCH1,NC_000012.11,NM_183378,NM_183378.2
26843,TMTC1,NC_000012.11,NM_175861,NM_175861.3
26844,TMTC1,NC_000012.11,NM_001193451,NM_001193451.1
26845,IPO8,NC_000012.11,NM_006390,NM_006390.3
26846,IPO8,NC_000012.11,NM_001190995,NM_001190995.1
26847,CAPRIN2,NC_000012.11,NM_001319846,NM_001319846.1
26848,CAPRIN2,NC_000012.11,NM_001319844,NM_001319844.1
26849,CAPRIN2,NC_000012.11,NM_001319845,NM_001319845.1
26850,CAPRIN2,NC_000012.11,NM_001319842,NM_001319842.1
26851,CAPRIN2,NC_000012.11,NM_001206856,NM_001206856.2
26852,CAPRIN2,NC_000012.11,NM_023925,NM_023925.4
26853,CAPRIN2,NC_000012.11,NM_001319843,NM_001319843.1
26854,CAPRIN2,NC_000012.11,NM_032156,NM_032156.4
26855,CAPRIN2,NC_000012.11,NM_001002259,NM_001002259.2
26856,TSPAN11,NC_000012.11,NM_001080509,NM_001080509.2
26857,DDX11,NC_000012.11,NM_030653,NM_030653.3
26858,DDX11,NC_000012.11,NM_152438,NM_152438.1
26859,DDX11,NC_000012.11,NM_004399,NM_004399.2
26860,DDX11,NC_000012.11,NM_001257144,NM_001257144.1
26861,DDX11,NC_000012.11,NM_001257145,NM_001257145.1
26862,FAM60A,NC_000012.11,NM_001135812,NM_001135812.1
26863,FAM60A,NC_000012.11,NM_021238,NM_021238.2
26864,FAM60A,NC_000012.11,NM_001135811,NM_001135811.1
26865,DENND5B,NC_000012.11,NM_144973,NM_144973.3
26866,DENND5B,NC_000012.11,NM_001308339,NM_001308339.1
26867,ETFBKMT,NC_000012.11,NM_001135864,NM_001135864.1
26868,ETFBKMT,NC_000012.11,NM_173802,NM_173802.3
26869,ETFBKMT,NC_000012.11,NM_001135863,NM_001135863.1
26870,AMN1,NC_000012.11,NM_001278411,NM_001278411.1
26871,AMN1,NC_000012.11,NM_001113402,NM_001113402.1
26872,AMN1,NC_000012.11,NM_001278412,NM_001278412.1
26873,H3F3C,NC_000012.11,NM_001013699,NM_001013699.2
26874,KIAA1551,NC_000012.11,NM_018169,NM_018169.3
26875,BICD1,NC_000012.11,NM_001714,NM_001714.2
26876,BICD1,NC_000012.11,NM_001003398,NM_001003398.1
26877,FGD4,NC_000012.11,NM_001304481,NM_001304481.1
26878,FGD4,NC_000012.11,NM_001330374,NM_001330374.1
26879,FGD4,NC_000012.11,NM_001304484,NM_001304484.1
26880,FGD4,NC_000012.11,NM_139241,NM_139241.3
26881,FGD4,NC_000012.11,NM_001330373,NM_001330373.1
26882,FGD4,NC_000012.11,NM_001304483,NM_001304483.1
26883,FGD4,NC_000012.11,NM_001304480,NM_001304480.1
26884,DNM1L,NC_000012.11,NM_001278464,NM_001278464.1
26885,DNM1L,NC_000012.11,NM_001278465,NM_001278465.1
26886,DNM1L,NC_000012.11,NM_001330380,NM_001330380.1
26887,DNM1L,NC_000012.11,NM_001278466,NM_001278466.1
26888,DNM1L,NC_000012.11,NM_012062,NM_012062.4
26889,DNM1L,NC_000012.11,NM_001278463,NM_001278463.1
26890,DNM1L,NC_000012.11,NM_012063,NM_012063.3
26891,DNM1L,NC_000012.11,NM_005690,NM_005690.4
26892,YARS2,NC_000012.11,NM_001040436,NM_001040436.2
26893,PKP2,NC_000012.11,NM_001005242,NM_001005242.2
26894,PKP2,NC_000012.11,NM_004572,NM_004572.3
26895,SYT10,NC_000012.11,NM_198992,NM_198992.3
26896,ALG10,NC_000012.11,NM_032834,NM_032834.3
26897,ALG10B,NC_000012.11,NM_001013620,NM_001013620.3
26898,ALG10B,NC_000012.11,NM_001308340,NM_001308340.1
26899,CPNE8,NC_000012.11,NM_153634,NM_153634.2
26900,KIF21A,NC_000012.11,NM_001173465,NM_001173465.1
26901,KIF21A,NC_000012.11,NM_001173463,NM_001173463.1
26902,KIF21A,NC_000012.11,NM_017641,NM_017641.3
26903,KIF21A,NC_000012.11,NM_001173464,NM_001173464.1
26904,ABCD2,NC_000012.11,NM_005164,NM_005164.3
26905,C12orf40,NC_000012.11,NM_001031748,NM_001031748.3
26906,C12orf40,NC_000012.11,NM_001319247,NM_001319247.1
26907,SLC2A13,NC_000012.11,NM_052885,NM_052885.3
26908,LRRK2,NC_000012.11,NM_198578,NM_198578.3
26909,MUC19,NC_000012.11,NM_173600,NM_173600.2
26910,CNTN1,NC_000012.11,NM_001843,NM_001843.3
26911,CNTN1,NC_000012.11,NM_001256063,NM_001256063.1
26912,CNTN1,NC_000012.11,NM_001256064,NM_001256064.1
26913,CNTN1,NC_000012.11,NM_175038,NM_175038.2
26914,PDZRN4,NC_000012.11,NM_001164595,NM_001164595.1
26915,PDZRN4,NC_000012.11,NM_013377,NM_013377.3
26916,GXYLT1,NC_000012.11,NM_001099650,NM_001099650.1
26917,GXYLT1,NC_000012.11,NM_173601,NM_173601.1
26918,YAF2,NC_000012.11,NM_001190977,NM_001190977.2
26919,YAF2,NC_000012.11,NM_005748,NM_005748.5
26920,YAF2,NC_000012.11,NM_001320080,NM_001320080.1
26921,YAF2,NC_000012.11,NM_001190979,NM_001190979.2
26922,YAF2,NC_000012.11,NM_001190980,NM_001190980.2
26923,ZCRB1,NC_000012.11,NM_033114,NM_033114.3
26924,PPHLN1,NC_000012.11,NM_016488,NM_016488.6
26925,PPHLN1,NC_000012.11,NM_001143787,NM_001143787.1
26926,PPHLN1,NC_000012.11,NM_201515,NM_201515.1
26927,PPHLN1,NC_000012.11,NM_201440,NM_201440.1
26928,PPHLN1,NC_000012.11,NM_201439,NM_201439.1
26929,PPHLN1,NC_000012.11,NM_001143788,NM_001143788.1
26930,PPHLN1,NC_000012.11,NM_001143789,NM_001143789.1
26931,PPHLN1,NC_000012.11,NM_201438,NM_201438.1
26932,PRICKLE1,NC_000012.11,NM_153026,NM_153026.2
26933,PRICKLE1,NC_000012.11,NM_001144883,NM_001144883.1
26934,PRICKLE1,NC_000012.11,NM_001144882,NM_001144882.1
26935,PRICKLE1,NC_000012.11,NM_001144881,NM_001144881.1
26936,ADAMTS20,NC_000012.11,NM_025003,NM_025003.3
26937,PUS7L,NC_000012.11,NM_001271826,NM_001271826.1
26938,PUS7L,NC_000012.11,NM_031292,NM_031292.4
26939,PUS7L,NC_000012.11,NM_001098614,NM_001098614.2
26940,PUS7L,NC_000012.11,NM_001098615,NM_001098615.1
26941,IRAK4,NC_000012.11,NM_001114182,NM_001114182.2
26942,IRAK4,NC_000012.11,NM_001145256,NM_001145256.1
26943,IRAK4,NC_000012.11,NM_016123,NM_016123.3
26944,IRAK4,NC_000012.11,NM_001145257,NM_001145257.1
26945,IRAK4,NC_000012.11,NM_001145258,NM_001145258.1
26946,TWF1,NC_000012.11,NM_002822,NM_002822.4
26947,TWF1,NC_000012.11,NM_001242397,NM_001242397.1
26948,TMEM117,NC_000012.11,NM_032256,NM_032256.2
26949,TMEM117,NC_000012.11,NM_001286211,NM_001286211.1
26950,TMEM117,NC_000012.11,NM_001286212,NM_001286212.1
26951,TMEM117,NC_000012.11,NM_001286213,NM_001286213.1
26952,NELL2,NC_000012.11,NM_001145110,NM_001145110.1
26953,NELL2,NC_000012.11,NM_001145107,NM_001145107.1
26954,NELL2,NC_000012.11,NM_006159,NM_006159.2
26955,NELL2,NC_000012.11,NM_001145108,NM_001145108.1
26956,NELL2,NC_000012.11,NM_001145109,NM_001145109.1
26957,DBX2,NC_000012.11,NM_001004329,NM_001004329.2
26958,ANO6,NC_000012.11,NM_001142679,NM_001142679.1
26959,ANO6,NC_000012.11,NM_001204803,NM_001204803.1
26960,ANO6,NC_000012.11,NM_001025356,NM_001025356.2
26961,ANO6,NC_000012.11,NM_001142678,NM_001142678.1
26962,ARID2,NC_000012.11,NM_152641,NM_152641.3
26963,ARID2,NC_000012.11,NM_001347839,NM_001347839.1
26964,SCAF11,NC_000012.11,NM_004719,NM_004719.2
26965,SLC38A1,NC_000012.11,NM_001077484,NM_001077484.1
26966,SLC38A1,NC_000012.11,NM_001278388,NM_001278388.1
26967,SLC38A1,NC_000012.11,NM_030674,NM_030674.3
26968,SLC38A1,NC_000012.11,NM_001278387,NM_001278387.1
26969,SLC38A1,NC_000012.11,NM_001278389,NM_001278389.1
26970,SLC38A1,NC_000012.11,NM_001278390,NM_001278390.1
26971,SLC38A2,NC_000012.11,NM_001307936,NM_001307936.1
26972,SLC38A2,NC_000012.11,NM_018976,NM_018976.4
26973,SLC38A4,NC_000012.11,NM_001143824,NM_001143824.1
26974,SLC38A4,NC_000012.11,NM_018018,NM_018018.4
26975,AMIGO2,NC_000012.11,NM_181847,NM_181847.4
26976,AMIGO2,NC_000012.11,NM_001143668,NM_001143668.1
26977,PCED1B,NC_000012.11,NM_138371,NM_138371.2
26978,PCED1B,NC_000012.11,NM_001281429,NM_001281429.1
26979,RPAP3,NC_000012.11,NM_001146076,NM_001146076.1
26980,RPAP3,NC_000012.11,NM_001146075,NM_001146075.1
26981,RPAP3,NC_000012.11,NM_024604,NM_024604.2
26982,ENDOU,NC_000012.11,NM_001172440,NM_001172440.1
26983,ENDOU,NC_000012.11,NM_006025,NM_006025.3
26984,ENDOU,NC_000012.11,NM_001172439,NM_001172439.1
26985,RAPGEF3,NC_000012.11,NM_001098531,NM_001098531.2
26986,RAPGEF3,NC_000012.11,NM_006105,NM_006105.5
26987,RAPGEF3,NC_000012.11,NM_001098532,NM_001098532.2
26988,SLC48A1,NC_000012.11,NM_017842,NM_017842.2
26989,HDAC7,NC_000012.11,NM_001308090,NM_001308090.1
26990,HDAC7,NC_000012.11,NM_001098416,NM_001098416.3
26991,HDAC7,NC_000012.11,NM_015401,NM_015401.4
26992,VDR,NC_000012.11,NM_000376,NM_000376.2
26993,VDR,NC_000012.11,NM_001017535,NM_001017535.1
26994,VDR,NC_000012.11,NM_001017536,NM_001017536.1
26995,TMEM106C,NC_000012.11,NM_001143842,NM_001143842.1
26996,TMEM106C,NC_000012.11,NM_001143843,NM_001143843.1
26997,TMEM106C,NC_000012.11,NM_024056,NM_024056.3
26998,TMEM106C,NC_000012.11,NM_001143841,NM_001143841.1
26999,COL2A1,NC_000012.11,NM_033150,NM_033150.2
27000,COL2A1,NC_000012.11,NM_001844,NM_001844.4
27001,SENP1,NC_000012.11,NM_001267594,NM_001267594.1
27002,SENP1,NC_000012.11,NM_001267595,NM_001267595.1
27003,PFKM,NC_000012.11,NM_001166686,NM_001166686.1
27004,PFKM,NC_000012.11,NM_000289,NM_000289.5
27005,PFKM,NC_000012.11,NM_001166688,NM_001166688.1
27006,PFKM,NC_000012.11,NM_001166687,NM_001166687.1
27007,ASB8,NC_000012.11,NM_001319297,NM_001319297.1
27008,ASB8,NC_000012.11,NM_001319301,NM_001319301.1
27009,ASB8,NC_000012.11,NM_001319299,NM_001319299.1
27010,ASB8,NC_000012.11,NM_024095,NM_024095.4
27011,ASB8,NC_000012.11,NM_001319300,NM_001319300.1
27012,ASB8,NC_000012.11,NM_001319298,NM_001319298.1
27013,ASB8,NC_000012.11,NM_001319296,NM_001319296.1
27014,CCDC184,NC_000012.11,NM_001013635,NM_001013635.3
27015,OR10AD1,NC_000012.11,NM_001004134,NM_001004134.1
27016,H1FNT,NC_000012.11,NM_181788,NM_181788.1
27017,ZNF641,NC_000012.11,NM_001172682,NM_001172682.1
27018,ZNF641,NC_000012.11,NM_001172681,NM_001172681.1
27019,ZNF641,NC_000012.11,NM_152320,NM_152320.2
27020,ANP32D,NC_000012.11,NM_012404,NM_012404.2
27021,C12orf54,NC_000012.11,NM_152319,NM_152319.3
27022,OR8S1,NC_000012.11,NM_001005203,NM_001005203.2
27023,LALBA,NC_000012.11,NM_002289,NM_002289.2
27024,KANSL2,NC_000012.11,NM_017822,NM_017822.3
27025,CCNT1,NC_000012.11,NM_001277842,NM_001277842.1
27026,CCNT1,NC_000012.11,NM_001240,NM_001240.3
27027,ADCY6,NC_000012.11,NM_015270,NM_015270.4
27028,CACNB3,NC_000012.11,NM_001206917,NM_001206917.1
27029,CACNB3,NC_000012.11,NM_001206916,NM_001206916.1
27030,CACNB3,NC_000012.11,NM_000725,NM_000725.3
27031,CACNB3,NC_000012.11,NM_001206915,NM_001206915.1
27032,DDX23,NC_000012.11,NM_004818,NM_004818.2
27033,RND1,NC_000012.11,NM_014470,NM_014470.3
27034,CCDC65,NC_000012.11,NM_033124,NM_033124.4
27035,CCDC65,NC_000012.11,NM_001286957,NM_001286957.1
27036,FKBP11,NC_000012.11,NM_016594,NM_016594.2
27037,FKBP11,NC_000012.11,NM_001143781,NM_001143781.1
27038,FKBP11,NC_000012.11,NM_001143782,NM_001143782.1
27039,ARF3,NC_000012.11,NM_001659,NM_001659.2
27040,WNT10B,NC_000012.11,NM_003394,NM_003394.3
27041,WNT1,NC_000012.11,NM_005430,NM_005430.3
27042,DDN,NC_000012.11,NM_015086,NM_015086.1
27043,PRKAG1,NC_000012.11,NM_002733,NM_002733.4
27044,PRKAG1,NC_000012.11,NM_001206709,NM_001206709.1
27045,PRKAG1,NC_000012.11,NM_001206710,NM_001206710.1
27046,KMT2D,NC_000012.11,NM_003482,NM_003482.3
27047,RHEBL1,NC_000012.11,NM_144593,NM_144593.2
27048,RHEBL1,NC_000012.11,NM_001303126,NM_001303126.1
27049,DHH,NC_000012.11,NM_021044,NM_021044.3
27050,LMBR1L,NC_000012.11,NM_001300751,NM_001300751.1
27051,LMBR1L,NC_000012.11,NM_018113,NM_018113.3
27052,LMBR1L,NC_000012.11,NM_001300750,NM_001300750.1
27053,TUBA1B,NC_000012.11,NM_006082,NM_006082.2
27054,TUBA1A,NC_000012.11,NM_006009,NM_006009.3
27055,TUBA1A,NC_000012.11,NM_001270400,NM_001270400.1
27056,TUBA1A,NC_000012.11,NM_001270399,NM_001270399.1
27057,TUBA1C,NC_000012.11,NM_001303115,NM_001303115.1
27058,TUBA1C,NC_000012.11,NM_001303116,NM_001303116.1
27059,TUBA1C,NC_000012.11,NM_001303117,NM_001303117.1
27060,TUBA1C,NC_000012.11,NM_001303114,NM_001303114.1
27061,TUBA1C,NC_000012.11,NM_032704,NM_032704.4
27062,PRPH,NC_000012.11,NM_006262,NM_006262.3
27063,TROAP,NC_000012.11,NM_005480,NM_005480.3
27064,TROAP,NC_000012.11,NM_001100620,NM_001100620.1
27065,TROAP,NC_000012.11,NM_001278324,NM_001278324.1
27066,C1QL4,NC_000012.11,NM_001008223,NM_001008223.1
27067,DNAJC22,NC_000012.11,NM_001304944,NM_001304944.1
27068,DNAJC22,NC_000012.11,NM_024902,NM_024902.3
27069,SPATS2,NC_000012.11,NM_001293285,NM_001293285.1
27070,SPATS2,NC_000012.11,NM_001293286,NM_001293286.1
27071,SPATS2,NC_000012.11,NM_023071,NM_023071.3
27072,KCNH3,NC_000012.11,NM_012284,NM_012284.2
27073,KCNH3,NC_000012.11,NM_001314030,NM_001314030.1
27074,MCRS1,NC_000012.11,NM_001278341,NM_001278341.1
27075,MCRS1,NC_000012.11,NM_006337,NM_006337.4
27076,MCRS1,NC_000012.11,NM_001012300,NM_001012300.1
27077,FAM186B,NC_000012.11,NM_032130,NM_032130.2
27078,PRPF40B,NC_000012.11,NM_001031698,NM_001031698.2
27079,PRPF40B,NC_000012.11,NM_012272,NM_012272.2
27080,FMNL3,NC_000012.11,NM_198900,NM_198900.2
27081,FMNL3,NC_000012.11,NM_175736,NM_175736.4
27082,TMBIM6,NC_000012.11,NM_003217,NM_003217.2
27083,TMBIM6,NC_000012.11,NM_001098576,NM_001098576.1
27084,NCKAP5L,NC_000012.11,NM_001037806,NM_001037806.3
27085,BCDIN3D,NC_000012.11,NM_181708,NM_181708.2
27086,FAIM2,NC_000012.11,NM_012306,NM_012306.3
27087,AQP2,NC_000012.11,NM_000486,NM_000486.5
27088,AQP5,NC_000012.11,NM_001651,NM_001651.3
27089,AQP6,NC_000012.11,NM_001652,NM_001652.3
27090,RACGAP1,NC_000012.11,NM_001320004,NM_001320004.1
27091,RACGAP1,NC_000012.11,NM_001320005,NM_001320005.1
27092,RACGAP1,NC_000012.11,NM_001320003,NM_001320003.1
27093,RACGAP1,NC_000012.11,NM_001320007,NM_001320007.1
27094,RACGAP1,NC_000012.11,NM_001319999,NM_001319999.1
27095,RACGAP1,NC_000012.11,NM_001320006,NM_001320006.1
27096,RACGAP1,NC_000012.11,NM_001320000,NM_001320000.1
27097,RACGAP1,NC_000012.11,NM_001126103,NM_001126103.2
27098,RACGAP1,NC_000012.11,NM_013277,NM_013277.4
27099,RACGAP1,NC_000012.11,NM_001320002,NM_001320002.1
27100,RACGAP1,NC_000012.11,NM_001320001,NM_001320001.1
27101,RACGAP1,NC_000012.11,NM_001126104,NM_001126104.2
27102,ASIC1,NC_000012.11,NM_020039,NM_020039.3
27103,ASIC1,NC_000012.11,NM_001095,NM_001095.3
27104,ASIC1,NC_000012.11,NM_001256830,NM_001256830.1
27105,SMARCD1,NC_000012.11,NM_003076,NM_003076.4
27106,SMARCD1,NC_000012.11,NM_139071,NM_139071.2
27107,GPD1,NC_000012.11,NM_005276,NM_005276.3
27108,GPD1,NC_000012.11,NM_001257199,NM_001257199.1
27109,COX14,NC_000012.11,NM_001257134,NM_001257134.1
27110,COX14,NC_000012.11,NM_001257133,NM_001257133.1
27111,COX14,NC_000012.11,NM_032901,NM_032901.3
27112,CERS5,NC_000012.11,NM_147190,NM_147190.3
27113,CERS5,NC_000012.11,NM_001331071,NM_001331071.1
27114,CERS5,NC_000012.11,NM_001331070,NM_001331070.1
27115,CERS5,NC_000012.11,NM_001331072,NM_001331072.1
27116,CERS5,NC_000012.11,NM_001331073,NM_001331073.1
27117,CERS5,NC_000012.11,NM_001281731,NM_001281731.1
27118,CERS5,NC_000012.11,NM_001331069,NM_001331069.1
27119,LIMA1,NC_000012.11,NM_016357,NM_016357.4
27120,LIMA1,NC_000012.11,NM_001113546,NM_001113546.1
27121,LIMA1,NC_000012.11,NM_001113547,NM_001113547.1
27122,LIMA1,NC_000012.11,NM_001243775,NM_001243775.1
27123,FAM186A,NC_000012.11,NM_001145475,NM_001145475.1
27124,LARP4,NC_000012.11,NM_001330415,NM_001330415.1
27125,LARP4,NC_000012.11,NM_052879,NM_052879.4
27126,LARP4,NC_000012.11,NM_001170808,NM_001170808.1
27127,LARP4,NC_000012.11,NM_199190,NM_199190.2
27128,LARP4,NC_000012.11,NM_001170803,NM_001170803.1
27129,LARP4,NC_000012.11,NM_199188,NM_199188.2
27130,LARP4,NC_000012.11,NM_001170804,NM_001170804.1
27131,DIP2B,NC_000012.11,NM_173602,NM_173602.2
27132,ATF1,NC_000012.11,NM_005171,NM_005171.4
27133,TMPRSS12,NC_000012.11,NM_182559,NM_182559.2
27134,METTL7A,NC_000012.11,NM_014033,NM_014033.3
27135,HIGD1C,NC_000012.11,NM_001109619,NM_001109619.1
27136,SLC11A2,NC_000012.11,NM_001174127,NM_001174127.1
27137,SLC11A2,NC_000012.11,NM_001174126,NM_001174126.1
